codec,scale,width,height,crf,preset,gop,compressed_size,rate,segnet_dist,posenet_dist,segnet_score,posenet_score,rate_score,total_score,encode_time,decode_time,upscale_time,inference_time,total_time,status
svtav1,384x288,384,288,26,4,60,146204,0.02336430,0.00548121,0.63285458,0.5481,2.5157,0.5841,3.6479,1.09,0.60,0.58,9.79,12.22,ok
svtav1,384x288,384,288,26,4,120,148132,0.02367240,0.00532033,0.51606971,0.5320,2.2717,0.5918,3.3956,1.18,0.56,0.43,1.82,4.14,ok
svtav1,384x288,384,288,26,4,180,147597,0.02358691,0.00531377,0.52280492,0.5314,2.2865,0.5897,3.4075,1.39,0.58,0.47,1.87,4.47,ok
svtav1,384x288,384,288,26,4,200,149139,0.02383333,0.00515696,0.51051491,0.5157,2.2595,0.5958,3.3710,1.31,0.56,0.46,1.87,4.35,ok
svtav1,384x288,384,288,27,4,60,135683,0.02168298,0.00559814,0.68681723,0.5598,2.6207,0.5421,3.7226,1.13,0.51,0.46,1.88,4.13,ok
svtav1,384x288,384,288,27,4,120,136596,0.02182888,0.00548559,0.56058937,0.5486,2.3677,0.5457,3.4620,1.04,0.47,0.45,1.83,3.93,ok
svtav1,384x288,384,288,27,4,180,136262,0.02177551,0.00566961,0.56310272,0.5670,2.3730,0.5444,3.4843,1.29,0.57,0.40,1.80,4.21,ok
svtav1,384x288,384,288,27,4,200,137050,0.02190143,0.00557536,0.55502713,0.5575,2.3559,0.5475,3.4610,1.38,0.62,0.41,1.76,4.31,ok
svtav1,384x288,384,288,28,4,60,125830,0.02010841,0.00569326,0.54998440,0.5693,2.3452,0.5027,3.4172,1.07,0.43,0.45,1.80,3.90,ok
svtav1,384x288,384,288,28,4,120,128031,0.02046014,0.00560720,0.58470923,0.5607,2.4181,0.5115,3.4903,1.08,0.44,0.40,1.95,4.08,ok
svtav1,384x288,384,288,28,4,180,127887,0.02043713,0.00592265,0.57947707,0.5923,2.4072,0.5109,3.5104,1.35,0.50,0.42,1.84,4.26,ok
svtav1,384x288,384,288,28,4,200,128412,0.02052103,0.00578461,0.60111660,0.5785,2.4518,0.5130,3.5433,1.26,0.49,0.41,1.78,4.08,ok
svtav1,384x288,384,288,29,4,60,117964,0.01885137,0.00580388,0.55847001,0.5804,2.3632,0.4713,3.4149,1.07,0.43,0.41,1.88,3.96,ok
svtav1,384x288,384,288,29,4,120,120069,0.01918776,0.00576589,0.53337765,0.5766,2.3095,0.4797,3.3658,1.08,0.49,0.46,1.80,3.97,ok
svtav1,384x288,384,288,29,4,180,119612,0.01911473,0.00578176,0.51403475,0.5782,2.2672,0.4779,3.3233,1.21,0.47,0.44,1.91,4.16,ok
svtav1,384x288,384,288,29,4,200,119565,0.01910722,0.00571131,0.50164914,0.5711,2.2398,0.4777,3.2886,1.23,0.53,0.60,1.95,4.47,ok
svtav1,384x288,384,288,30,4,60,111223,0.01777412,0.00616221,0.66000009,0.6162,2.5690,0.4444,3.6296,1.16,0.54,0.51,1.87,4.24,ok
svtav1,384x288,384,288,30,4,120,112069,0.01790932,0.00592890,0.46446303,0.5929,2.1551,0.4477,3.1958,1.24,0.78,0.43,1.83,4.43,ok
svtav1,384x288,384,288,30,4,180,111887,0.01788023,0.00608714,0.47785458,0.6087,2.1860,0.4470,3.2417,1.42,0.43,0.41,1.83,4.23,ok
svtav1,384x288,384,288,30,4,200,112765,0.01802054,0.00615265,0.50881612,0.6153,2.2557,0.4505,3.3215,1.36,0.50,0.42,1.77,4.22,ok
svtav1,384x288,384,288,31,4,60,103120,0.01647921,0.00622330,0.63398522,0.6223,2.5179,0.4120,3.5522,1.09,0.46,0.48,1.84,4.16,ok
svtav1,384x288,384,288,31,4,120,104230,0.01665659,0.00627579,0.54199052,0.6276,2.3281,0.4164,3.3721,1.14,0.64,0.45,1.91,4.31,ok
svtav1,384x288,384,288,31,4,180,104343,0.01667465,0.00617767,0.54880756,0.6178,2.3427,0.4169,3.3773,1.41,0.63,0.41,1.81,4.41,ok
svtav1,384x288,384,288,31,4,200,104729,0.01673634,0.00642029,0.54492062,0.6420,2.3344,0.4184,3.3948,1.27,0.58,0.48,1.82,4.30,ok
svtav1,384x288,384,288,32,4,60,95876,0.01532157,0.00640854,0.73352522,0.6409,2.7084,0.3830,3.7323,1.00,0.46,0.40,1.83,3.85,ok
svtav1,384x288,384,288,32,4,120,95993,0.01534027,0.00618566,0.68644631,0.6186,2.6200,0.3835,3.6221,1.18,0.47,0.42,1.80,4.03,ok
svtav1,384x288,384,288,32,4,180,96499,0.01542113,0.00639867,0.66413361,0.6399,2.5771,0.3855,3.6025,1.37,0.59,0.47,1.72,4.29,ok
svtav1,384x288,384,288,32,4,200,96629,0.01544191,0.00620407,0.70599425,0.6204,2.6571,0.3860,3.6635,1.32,0.98,0.55,1.82,4.84,ok
svtav1,384x288,384,288,33,4,60,89800,0.01435059,0.00668538,0.71380413,0.6685,2.6717,0.3588,3.6990,1.09,0.76,0.45,1.85,4.29,ok
svtav1,384x288,384,288,33,4,120,90504,0.01446310,0.00680532,0.55009061,0.6805,2.3454,0.3616,3.3875,1.17,0.45,0.40,1.80,3.97,ok
svtav1,384x288,384,288,33,4,180,90486,0.01446022,0.00677317,0.55432129,0.6773,2.3544,0.3615,3.3932,1.36,0.48,0.41,1.74,4.17,ok
svtav1,384x288,384,288,33,4,200,90360,0.01444008,0.00654358,0.53717893,0.6544,2.3177,0.3610,3.3331,1.35,0.58,0.47,1.82,4.37,ok
svtav1,384x288,384,288,34,4,60,84707,0.01353670,0.00691177,0.73249656,0.6912,2.7065,0.3384,3.7361,1.08,0.47,0.41,1.82,3.91,ok
svtav1,384x288,384,288,34,4,120,84032,0.01342883,0.00660009,0.69560623,0.6600,2.6374,0.3357,3.6332,1.13,0.45,0.42,1.79,3.93,ok
svtav1,384x288,384,288,34,4,180,84469,0.01349867,0.00685603,0.67621857,0.6856,2.6004,0.3375,3.6235,1.36,0.51,0.43,1.76,4.21,ok
svtav1,384x288,384,288,34,4,200,84287,0.01346958,0.00668625,0.70017266,0.6686,2.6461,0.3367,3.6514,1.31,0.45,0.41,1.78,4.11,ok
svtav1,384x288,384,288,35,4,60,78753,0.01258521,0.00734166,0.69405150,0.7342,2.6345,0.3146,3.6833,1.05,0.43,0.41,1.83,3.91,ok
svtav1,384x288,384,288,35,4,120,78567,0.01255549,0.00708888,0.60890037,0.7089,2.4676,0.3139,3.4904,1.22,0.43,0.41,1.76,3.97,ok
svtav1,384x288,384,288,35,4,180,79087,0.01263859,0.00719162,0.50622308,0.7192,2.2499,0.3160,3.2851,1.27,0.46,0.48,1.77,4.13,ok
svtav1,384x288,384,288,35,4,200,78461,0.01253855,0.00677755,0.53486687,0.6778,2.3127,0.3135,3.3039,1.32,0.56,0.40,1.81,4.23,ok
svtav1,384x288,384,288,36,4,60,73851,0.01180184,0.00728536,0.73744678,0.7285,2.7156,0.2950,3.7392,1.13,0.49,0.42,1.81,4.01,ok
svtav1,384x288,384,288,36,4,120,73223,0.01170149,0.00706924,0.62882638,0.7069,2.5076,0.2925,3.5071,1.14,0.48,0.40,1.76,3.93,ok
svtav1,384x288,384,288,36,4,180,73350,0.01172178,0.00739477,0.62853992,0.7395,2.5071,0.2930,3.5396,1.40,0.63,0.44,1.83,4.47,ok
svtav1,384x288,384,288,36,4,200,72427,0.01157428,0.00710459,0.65612501,0.7105,2.5615,0.2894,3.5613,1.42,0.51,0.42,1.72,4.22,ok
svtav1,384x288,384,288,37,4,60,69955,0.01117924,0.00744227,0.84553009,0.7442,2.9078,0.2795,3.9315,1.10,0.48,0.45,1.74,3.93,ok
svtav1,384x288,384,288,37,4,120,68787,0.01099259,0.00712947,0.80123943,0.7129,2.8306,0.2748,3.8184,1.19,0.55,0.48,2.00,4.37,ok
svtav1,384x288,384,288,37,4,180,69245,0.01106578,0.00730728,0.70447552,0.7307,2.6542,0.2766,3.6616,1.47,0.54,0.43,1.80,4.37,ok
svtav1,384x288,384,288,37,4,200,68467,0.01094145,0.00777832,0.70947933,0.7778,2.6636,0.2735,3.7150,1.35,0.47,0.42,1.85,4.28,ok
svtav1,384x288,384,288,38,4,60,65747,0.01050677,0.00766495,0.80233890,0.7665,2.8326,0.2627,3.8617,1.18,0.49,0.41,1.83,4.07,ok
svtav1,384x288,384,288,38,4,120,64166,0.01025412,0.00769323,0.83649206,0.7693,2.8922,0.2564,3.9179,1.15,0.55,0.48,1.78,4.11,ok
svtav1,384x288,384,288,38,4,180,65009,0.01038884,0.00750783,0.70796508,0.7508,2.6608,0.2597,3.6713,1.32,0.96,0.48,1.73,4.66,ok
svtav1,384x288,384,288,38,4,200,64350,0.01028353,0.00771515,0.68545139,0.7715,2.6181,0.2571,3.6467,1.35,0.45,0.45,1.71,4.11,ok
svtav1,384x288,384,288,39,4,60,62050,0.00991597,0.00764786,0.82650876,0.7648,2.8749,0.2479,3.8876,1.16,0.45,0.41,1.75,3.94,ok
svtav1,384x288,384,288,39,4,120,60420,0.00965549,0.00773254,0.81777424,0.7733,2.8597,0.2414,3.8743,1.27,0.44,0.41,1.71,3.98,ok
svtav1,384x288,384,288,39,4,180,60927,0.00973651,0.00764704,0.84725583,0.7647,2.9108,0.2434,3.9189,1.36,0.49,0.43,1.75,4.19,ok
svtav1,384x288,384,288,39,4,200,60113,0.00960643,0.00779048,0.85704565,0.7790,2.9275,0.2402,3.9467,1.33,0.44,0.41,1.79,4.15,ok
svtav1,384x288,384,288,40,4,60,58745,0.00938781,0.00810710,1.07993138,0.8107,3.2862,0.2347,4.3316,1.22,0.68,0.43,1.95,4.43,ok
svtav1,384x288,384,288,40,4,120,57057,0.00911806,0.00811320,0.71823388,0.8113,2.6800,0.2280,3.7193,1.12,0.56,0.40,1.84,4.05,ok
svtav1,384x288,384,288,40,4,180,57313,0.00915897,0.00800044,0.70029342,0.8000,2.6463,0.2290,3.6753,1.37,0.55,0.52,1.83,4.41,ok
svtav1,384x288,384,288,40,4,200,56499,0.00902889,0.00838730,0.72980607,0.8387,2.7015,0.2257,3.7659,1.46,0.56,0.41,1.81,4.39,ok
svtav1,384x288,384,288,41,4,60,55027,0.00879365,0.00843196,1.01742911,0.8432,3.1897,0.2198,4.2528,1.15,0.47,0.40,1.77,3.92,ok
svtav1,384x288,384,288,41,4,120,54330,0.00868227,0.00927958,0.95929909,0.9280,3.0973,0.2171,4.2423,1.34,0.50,0.40,1.75,4.15,ok
svtav1,384x288,384,288,41,4,180,54502,0.00870975,0.00844615,0.77447724,0.8446,2.7829,0.2177,3.8453,1.40,0.53,0.42,1.81,4.29,ok
svtav1,384x288,384,288,41,4,200,53763,0.00859166,0.00816981,0.83026505,0.8170,2.8814,0.2148,3.9132,1.39,0.44,0.49,1.85,4.39,ok
svtav1,416x312,416,312,26,4,60,167989,0.02684568,0.00509847,0.49056756,0.5098,2.2149,0.6711,3.3959,1.26,0.63,0.47,1.77,4.27,ok
svtav1,416x312,416,312,26,4,120,172371,0.02754595,0.00498261,0.42252743,0.4983,2.0555,0.6886,3.2425,1.23,0.51,0.42,1.82,4.13,ok
svtav1,416x312,416,312,26,4,180,173124,0.02766628,0.00510020,0.42544928,0.5100,2.0626,0.6917,3.2643,1.39,0.61,0.55,1.76,4.47,ok
svtav1,416x312,416,312,26,4,200,174440,0.02787658,0.00509323,0.42342108,0.5093,2.0577,0.6969,3.2640,1.50,0.71,0.44,1.75,4.56,ok
svtav1,416x312,416,312,27,4,60,154676,0.02471818,0.00540944,0.48140609,0.5409,2.1941,0.6180,3.3530,1.23,0.48,0.44,1.70,4.02,ok
svtav1,416x312,416,312,27,4,120,157941,0.02523994,0.00539220,0.43445250,0.5392,2.0844,0.6310,3.2546,1.37,0.53,0.42,1.72,4.19,ok
svtav1,416x312,416,312,27,4,180,158917,0.02539591,0.00539647,0.35806486,0.5396,1.8923,0.6349,3.0668,1.53,0.73,0.50,1.81,4.72,ok
svtav1,416x312,416,312,27,4,200,159871,0.02554837,0.00510813,0.34711307,0.5108,1.8631,0.6387,3.0126,1.53,0.98,0.50,1.84,5.02,ok
svtav1,416x312,416,312,28,4,60,143203,0.02288472,0.00554759,0.53177720,0.5548,2.3060,0.5721,3.4329,1.15,0.55,0.45,1.79,4.08,ok
svtav1,416x312,416,312,28,4,120,145725,0.02328775,0.00524246,0.42974138,0.5242,2.0730,0.5822,3.1795,1.17,0.49,0.42,1.80,4.02,ok
svtav1,416x312,416,312,28,4,180,146261,0.02337341,0.00535807,0.48502716,0.5358,2.2023,0.5843,3.3225,1.44,0.55,0.47,1.79,4.40,ok
svtav1,416x312,416,312,28,4,200,146005,0.02333250,0.00529978,0.48755926,0.5300,2.2081,0.5833,3.3214,1.42,0.63,0.43,1.76,4.39,ok
svtav1,416x312,416,312,29,4,60,135040,0.02158022,0.00567332,0.46641669,0.5673,2.1597,0.5395,3.2665,1.28,0.52,0.46,1.76,4.15,ok
svtav1,416x312,416,312,29,4,120,137220,0.02192860,0.00557571,0.42358297,0.5576,2.0581,0.5482,3.1639,1.24,0.51,0.42,1.78,4.10,ok
svtav1,416x312,416,312,29,4,180,137624,0.02199316,0.00556498,0.47835967,0.5565,2.1871,0.5498,3.2935,1.42,0.56,0.49,1.81,4.45,ok
svtav1,416x312,416,312,29,4,200,137921,0.02204062,0.00562012,0.42569426,0.5620,2.0632,0.5510,3.1763,1.38,0.69,0.45,1.82,4.49,ok
svtav1,416x312,416,312,30,4,60,126229,0.02017217,0.00575907,0.51163405,0.5759,2.2619,0.5043,3.3421,1.08,0.57,0.43,1.88,4.10,ok
svtav1,416x312,416,312,30,4,120,126989,0.02029362,0.00593338,0.41586685,0.5933,2.0393,0.5073,3.1400,1.14,0.52,0.41,1.77,3.98,ok
svtav1,416x312,416,312,30,4,180,127725,0.02041124,0.00564494,0.38142380,0.5645,1.9530,0.5103,3.0278,1.72,0.77,0.45,1.86,4.95,ok
svtav1,416x312,416,312,30,4,200,127916,0.02044176,0.00580465,0.42624462,0.5805,2.0646,0.5110,3.1561,1.63,0.98,0.51,1.88,5.15,ok
svtav1,416x312,416,312,31,4,60,117822,0.01882868,0.00595556,0.45481288,0.5956,2.1326,0.4707,3.1989,1.13,0.77,0.55,1.87,4.47,ok
svtav1,416x312,416,312,31,4,120,118593,0.01895189,0.00585927,0.45888001,0.5859,2.1421,0.4738,3.2019,1.28,0.55,0.44,1.77,4.21,ok
svtav1,416x312,416,312,31,4,180,118965,0.01901134,0.00579900,0.39039642,0.5799,1.9758,0.4753,3.0310,1.40,0.70,0.46,1.76,4.51,ok
svtav1,416x312,416,312,31,4,200,119284,0.01906232,0.00613556,0.40175009,0.6136,2.0044,0.4766,3.0945,1.41,0.57,0.47,1.78,4.38,ok
svtav1,416x312,416,312,32,4,60,108453,0.01733146,0.00630295,0.64837754,0.6303,2.5463,0.4333,3.6099,1.08,0.47,0.42,1.82,3.94,ok
svtav1,416x312,416,312,32,4,120,108605,0.01735575,0.00610621,0.48116457,0.6106,2.1935,0.4339,3.2381,1.17,0.68,0.45,1.82,4.26,ok
svtav1,416x312,416,312,32,4,180,109983,0.01757596,0.00607666,0.52446401,0.6077,2.2901,0.4394,3.3372,1.34,0.62,0.43,1.78,4.34,ok
svtav1,416x312,416,312,32,4,200,109711,0.01753249,0.00629634,0.56051528,0.6296,2.3675,0.4383,3.4355,1.46,0.62,0.43,1.74,4.44,ok
svtav1,416x312,416,312,33,4,60,101485,0.01621793,0.00647761,0.53418541,0.6478,2.3112,0.4054,3.3645,1.23,0.70,0.42,1.78,4.27,ok
svtav1,416x312,416,312,33,4,120,101617,0.01623902,0.00630122,0.40899867,0.6301,2.0224,0.4060,3.0585,1.17,0.55,0.42,1.81,4.09,ok
svtav1,416x312,416,312,33,4,180,102489,0.01637837,0.00635274,0.40082443,0.6353,2.0021,0.4095,3.0468,1.36,0.48,0.47,1.83,4.32,ok
svtav1,416x312,416,312,33,4,200,102284,0.01634561,0.00634201,0.40375984,0.6342,2.0094,0.4086,3.0522,1.39,0.61,0.47,1.82,4.43,ok
svtav1,416x312,416,312,34,4,60,95566,0.01527203,0.00663971,0.56243390,0.6640,2.3716,0.3818,3.4173,1.13,0.60,0.43,1.84,4.16,ok
svtav1,416x312,416,312,34,4,120,95960,0.01533500,0.00671565,0.52630585,0.6716,2.2941,0.3834,3.3491,1.30,0.53,0.52,1.81,4.33,ok
svtav1,416x312,416,312,34,4,180,96484,0.01541874,0.00661652,0.50702840,0.6617,2.2517,0.3855,3.2988,1.42,0.59,0.45,1.79,4.41,ok
svtav1,416x312,416,312,34,4,200,95761,0.01530320,0.00697372,0.45673731,0.6974,2.1371,0.3826,3.2171,1.55,0.59,0.44,1.74,4.48,ok
svtav1,416x312,416,312,35,4,60,88863,0.01420085,0.00676926,0.70082295,0.6769,2.6473,0.3550,3.6793,1.39,0.88,0.45,1.77,4.63,ok
svtav1,416x312,416,312,35,4,120,88457,0.01413597,0.00670110,0.46999484,0.6701,2.1679,0.3534,3.1914,1.25,0.65,0.44,1.76,4.25,ok
svtav1,416x312,416,312,35,4,180,89115,0.01424112,0.00655716,0.51403916,0.6557,2.2672,0.3560,3.2790,1.41,0.62,0.49,1.77,4.44,ok
svtav1,416x312,416,312,35,4,200,88139,0.01408515,0.00681875,0.53552610,0.6819,2.3141,0.3521,3.3481,1.56,0.68,0.47,1.80,4.71,ok
svtav1,416x312,416,312,36,4,60,83106,0.01328085,0.00686951,0.73378593,0.6870,2.7088,0.3320,3.7278,1.27,0.64,0.49,1.77,4.31,ok
svtav1,416x312,416,312,36,4,120,82329,0.01315668,0.00707214,0.59376502,0.7072,2.4367,0.3289,3.4729,1.29,0.61,0.42,1.77,4.24,ok
svtav1,416x312,416,312,36,4,180,82695,0.01321517,0.00688395,0.73196816,0.6884,2.7055,0.3304,3.7243,1.42,0.50,0.46,1.72,4.24,ok
svtav1,416x312,416,312,36,4,200,81987,0.01310203,0.00682388,0.56095093,0.6824,2.3684,0.3276,3.3784,1.58,0.62,0.45,1.77,4.55,ok
svtav1,416x312,416,312,37,4,60,78544,0.01255181,0.00768244,0.68752176,0.7682,2.6221,0.3138,3.7041,1.31,0.52,0.43,1.87,4.28,ok
svtav1,416x312,416,312,37,4,120,77556,0.01239393,0.00703196,0.49611521,0.7032,2.2274,0.3098,3.2404,1.21,0.57,0.42,1.77,4.11,ok
svtav1,416x312,416,312,37,4,180,77709,0.01241838,0.00753179,0.55216610,0.7532,2.3498,0.3105,3.4135,1.54,0.78,0.45,1.72,4.62,ok
svtav1,416x312,416,312,37,4,200,76710,0.01225873,0.00725571,0.54607391,0.7256,2.3368,0.3065,3.3689,1.50,0.59,0.46,1.83,4.52,ok
svtav1,416x312,416,312,38,4,60,73457,0.01173888,0.00757395,0.78273809,0.7574,2.7977,0.2935,3.8486,1.21,0.47,0.50,1.82,4.18,ok
svtav1,416x312,416,312,38,4,120,72665,0.01161231,0.00747386,0.61916173,0.7474,2.4883,0.2903,3.5260,1.39,0.61,0.45,1.77,4.38,ok
svtav1,416x312,416,312,38,4,180,73003,0.01166633,0.00735469,0.52798581,0.7355,2.2978,0.2917,3.3249,1.38,0.54,0.47,1.79,4.32,ok
svtav1,416x312,416,312,38,4,200,72421,0.01157332,0.00758458,0.67490989,0.7585,2.5979,0.2893,3.6457,1.46,0.77,0.68,1.74,4.80,ok
svtav1,416x312,416,312,39,4,60,68872,0.01100617,0.00811025,0.61596268,0.8110,2.4819,0.2752,3.5680,1.29,0.61,0.43,1.73,4.22,ok
svtav1,416x312,416,312,39,4,120,67493,0.01078580,0.00733317,0.47198150,0.7333,2.1725,0.2696,3.1755,1.32,0.56,0.45,1.81,4.30,ok
svtav1,416x312,416,312,39,4,180,67750,0.01082687,0.00762741,0.45540258,0.7627,2.1340,0.2707,3.1674,1.55,0.63,0.45,1.77,4.54,ok
svtav1,416x312,416,312,39,4,200,67247,0.01074648,0.00711624,0.47935751,0.7116,2.1894,0.2687,3.1697,1.49,0.56,0.51,1.74,4.44,ok
svtav1,416x312,416,312,40,4,60,65055,0.01039619,0.00760656,0.74452358,0.7607,2.7286,0.2599,3.7492,1.28,0.92,0.47,1.78,4.60,ok
svtav1,416x312,416,312,40,4,120,63903,0.01021209,0.00789927,0.59106487,0.7899,2.4312,0.2553,3.4764,1.31,0.50,0.42,1.83,4.20,ok
svtav1,416x312,416,312,40,4,180,63873,0.01020730,0.00758474,0.74610472,0.7585,2.7315,0.2552,3.7451,1.62,0.48,0.41,1.80,4.47,ok
svtav1,416x312,416,312,40,4,200,62751,0.01002800,0.00761429,0.72317940,0.7614,2.6892,0.2507,3.7013,1.78,0.55,0.46,1.76,4.70,ok
svtav1,416x312,416,312,41,4,60,61024,0.00975201,0.00759471,0.66999495,0.7595,2.5884,0.2438,3.5917,1.22,0.59,0.46,1.79,4.24,ok
svtav1,416x312,416,312,41,4,120,60141,0.00961090,0.00758596,0.50213826,0.7586,2.2408,0.2403,3.2397,1.52,0.86,0.62,1.97,5.14,ok
